image_file,Hand wash,Laundry,Dry clean,Air dry,Tumble dry,Flat dry
acrylic_hat_76.jpeg,1,0,0,1,0,1
acrylic_hat_332.jpeg,1,0,0,1,0,1
acrylic_hat_1341.jpeg,1,0,0,1,0,1
acrylic_hat_518.jpeg,1,0,0,1,0,1
acrylic_hat_1204.jpeg,1,0,0,1,0,1
acrylic_hat_148.jpeg,1,0,0,1,0,1
acrylic_hat_1654.jpeg,1,0,0,1,0,1
acrylic_hat_1087.jpeg,1,0,0,1,0,1
acrylic_hat_261.jpeg,1,0,0,1,0,1
acrylic_hat_631.jpeg,1,0,0,1,0,1
acrylic_hat_1438.jpeg,1,0,0,1,0,1
acrylic_hat_60.jpeg,1,0,0,1,0,1
acrylic_hat_324.jpeg,1,0,0,1,0,1
acrylic_hat_1068.jpeg,1,0,0,1,0,1
acrylic_hat_1592.jpeg,1,0,0,1,0,1
acrylic_hat_774.jpeg,1,0,0,1,0,1
acrylic_hat_1316.jpeg,1,0,0,1,0,1
acrylic_hat_959.jpeg,1,0,0,1,0,1
acrylic_hat_1603.jpeg,1,0,0,1,0,1
acrylic_hat_1253.jpeg,1,0,0,1,0,1
acrylic_hat_1480.jpeg,1,0,0,1,0,1
acrylic_hat_666.jpeg,1,0,0,1,0,1
acrylic_hat_236.jpeg,1,0,0,1,0,1
acrylic_hat_723.jpeg,1,0,0,1,0,1
acrylic_hat_1195.jpeg,1,0,0,1,0,1
acrylic_hat_373.jpeg,1,0,0,1,0,1
acrylic_hat_37.jpeg,1,0,0,1,0,1
acrylic_hat_689.jpeg,1,0,0,1,0,1
acrylic_hat_1418.jpeg,1,0,0,1,0,1
acrylic_hat_304.jpeg,1,0,0,1,0,1
acrylic_hat_40.jpeg,1,0,0,1,0,1
acrylic_hat_1048.jpeg,1,0,0,1,0,1
acrylic_hat_754.jpeg,1,0,0,1,0,1
acrylic_hat_241.jpeg,1,0,0,1,0,1
acrylic_hat_611.jpeg,1,0,0,1,0,1
acrylic_hat_538.jpeg,1,0,0,1,0,1
acrylic_hat_1224.jpeg,1,0,0,1,0,1
acrylic_hat_168.jpeg,1,0,0,1,0,1
acrylic_hat_492.jpeg,1,0,0,1,0,1
acrylic_hat_884.jpeg,1,0,0,1,0,1
acrylic_hat_1361.jpeg,1,0,0,1,0,1
acrylic_hat_187.jpeg,1,0,0,1,0,1
acrylic_hat_2.jpeg,1,0,0,1,0,1
acrylic_hat_703.jpeg,1,0,0,1,0,1
acrylic_hat_17.jpeg,1,0,0,1,0,1
acrylic_hat_353.jpeg,1,0,0,1,0,1
acrylic_hat_646.jpeg,1,0,0,1,0,1
acrylic_hat_216.jpeg,1,0,0,1,0,1
acrylic_hat_996.jpeg,1,0,0,1,0,1
acrylic_hat_1623.jpeg,1,0,0,1,0,1
acrylic_hat_1273.jpeg,1,0,0,1,0,1
acrylic_hat_580.jpeg,1,0,0,1,0,1
acrylic_hat_1336.jpeg,1,0,0,1,0,1
acrylic_hat_979.jpeg,1,0,0,1,0,1
acrylic_hat_1459.jpeg,1,0,0,1,0,1
acrylic_hat_345.jpeg,1,0,0,1,0,1
acrylic_hat_1009.jpeg,1,0,0,1,0,1
acrylic_hat_715.jpeg,1,0,0,1,0,1
acrylic_hat_200.jpeg,1,0,0,1,0,1
acrylic_hat_650.jpeg,1,0,0,1,0,1
acrylic_hat_579.jpeg,1,0,0,1,0,1
acrylic_hat_1265.jpeg,1,0,0,1,0,1
acrylic_hat_129.jpeg,1,0,0,1,0,1
acrylic_hat_1635.jpeg,1,0,0,1,0,1
acrylic_hat_980.jpeg,1,0,0,1,0,1
acrylic_hat_1320.jpeg,1,0,0,1,0,1
acrylic_hat_596.jpeg,1,0,0,1,0,1
acrylic_hat_742.jpeg,1,0,0,1,0,1
acrylic_hat_312.jpeg,1,0,0,1,0,1
acrylic_hat_56.jpeg,1,0,0,1,0,1
acrylic_hat_607.jpeg,1,0,0,1,0,1
acrylic_hat_257.jpeg,1,0,0,1,0,1
acrylic_hat_484.jpeg,1,0,0,1,0,1
acrylic_hat_1398.jpeg,1,0,0,1,0,1
acrylic_hat_1232.jpeg,1,0,0,1,0,1
acrylic_hat_191.jpeg,1,0,0,1,0,1
acrylic_hat_1377.jpeg,1,0,0,1,0,1
acrylic_hat_938.jpeg,1,0,0,1,0,1
acrylic_hat_892.jpeg,1,0,0,1,0,1
acrylic_hat_386.jpeg,1,0,0,1,0,1
acrylic_hat_1160.jpeg,1,0,0,1,0,1
acrylic_hat_1530.jpeg,1,0,0,1,0,1
acrylic_hat_739.jpeg,1,0,0,1,0,1
acrylic_hat_1025.jpeg,1,0,0,1,0,1
acrylic_hat_369.jpeg,1,0,0,1,0,1
acrylic_hat_693.jpeg,1,0,0,1,0,1
acrylic_hat_1475.jpeg,1,0,0,1,0,1
acrylic_hat_410.jpeg,1,0,0,1,0,1
acrylic_hat_943.jpeg,1,0,0,1,0,1
acrylic_hat_806.jpeg,1,0,0,1,0,1
acrylic_hat_1619.jpeg,1,0,0,1,0,1
acrylic_hat_105.jpeg,1,0,0,1,0,1
acrylic_hat_1249.jpeg,1,0,0,1,0,1
acrylic_hat_555.jpeg,1,0,0,1,0,1
acrylic_hat_781.jpeg,1,0,0,1,0,1
acrylic_hat_1567.jpeg,1,0,0,1,0,1
acrylic_hat_95.jpeg,1,0,0,1,0,1
acrylic_hat_1137.jpeg,1,0,0,1,0,1
acrylic_hat_1422.jpeg,1,0,0,1,0,1
acrylic_hat_294.jpeg,1,0,0,1,0,1
acrylic_hat_1072.jpeg,1,0,0,1,0,1
acrylic_hat_1588.jpeg,1,0,0,1,0,1
acrylic_hat_914.jpeg,1,0,0,1,0,1
acrylic_hat_447.jpeg,1,0,0,1,0,1
acrylic_hat_502.jpeg,1,0,0,1,0,1
acrylic_hat_152.jpeg,1,0,0,1,0,1
acrylic_hat_851.jpeg,1,0,0,1,0,1
acrylic_hat_1121.jpeg,1,0,0,1,0,1
acrylic_hat_83.jpeg,1,0,0,1,0,1
acrylic_hat_1571.jpeg,1,0,0,1,0,1
acrylic_hat_797.jpeg,1,0,0,1,0,1
acrylic_hat_778.jpeg,1,0,0,1,0,1
acrylic_hat_1064.jpeg,1,0,0,1,0,1
acrylic_hat_282.jpeg,1,0,0,1,0,1
acrylic_hat_328.jpeg,1,0,0,1,0,1
acrylic_hat_1434.jpeg,1,0,0,1,0,1
acrylic_hat_451.jpeg,1,0,0,1,0,1
acrylic_hat_902.jpeg,1,0,0,1,0,1
acrylic_hat_847.jpeg,1,0,0,1,0,1
acrylic_hat_1658.jpeg,1,0,0,1,0,1
acrylic_hat_144.jpeg,1,0,0,1,0,1
acrylic_hat_1208.jpeg,1,0,0,1,0,1
acrylic_hat_514.jpeg,1,0,0,1,0,1
acrylic_hat_1526.jpeg,1,0,0,1,0,1
acrylic_hat_1176.jpeg,1,0,0,1,0,1
acrylic_hat_390.jpeg,1,0,0,1,0,1
acrylic_hat_1463.jpeg,1,0,0,1,0,1
acrylic_hat_685.jpeg,1,0,0,1,0,1
acrylic_hat_1199.jpeg,1,0,0,1,0,1
acrylic_hat_1033.jpeg,1,0,0,1,0,1
acrylic_hat_955.jpeg,1,0,0,1,0,1
acrylic_hat_406.jpeg,1,0,0,1,0,1
acrylic_hat_543.jpeg,1,0,0,1,0,1
acrylic_hat_113.jpeg,1,0,0,1,0,1
acrylic_hat_810.jpeg,1,0,0,1,0,1
acrylic_hat_954.jpeg,1,0,0,1,0,1
acrylic_hat_407.jpeg,1,0,0,1,0,1
acrylic_hat_542.jpeg,1,0,0,1,0,1
acrylic_hat_112.jpeg,1,0,0,1,0,1
acrylic_hat_811.jpeg,1,0,0,1,0,1
acrylic_hat_1527.jpeg,1,0,0,1,0,1
acrylic_hat_391.jpeg,1,0,0,1,0,1
acrylic_hat_1177.jpeg,1,0,0,1,0,1
acrylic_hat_684.jpeg,1,0,0,1,0,1
acrylic_hat_1462.jpeg,1,0,0,1,0,1
acrylic_hat_1198.jpeg,1,0,0,1,0,1
acrylic_hat_1032.jpeg,1,0,0,1,0,1
acrylic_hat_450.jpeg,1,0,0,1,0,1
acrylic_hat_903.jpeg,1,0,0,1,0,1
acrylic_hat_846.jpeg,1,0,0,1,0,1
acrylic_hat_145.jpeg,1,0,0,1,0,1
acrylic_hat_1209.jpeg,1,0,0,1,0,1
acrylic_hat_515.jpeg,1,0,0,1,0,1
acrylic_hat_82.jpeg,1,0,0,1,0,1
acrylic_hat_1120.jpeg,1,0,0,1,0,1
acrylic_hat_796.jpeg,1,0,0,1,0,1
acrylic_hat_1570.jpeg,1,0,0,1,0,1
acrylic_hat_779.jpeg,1,0,0,1,0,1
acrylic_hat_283.jpeg,1,0,0,1,0,1
acrylic_hat_1065.jpeg,1,0,0,1,0,1
acrylic_hat_329.jpeg,1,0,0,1,0,1
acrylic_hat_1435.jpeg,1,0,0,1,0,1
acrylic_hat_915.jpeg,1,0,0,1,0,1
acrylic_hat_446.jpeg,1,0,0,1,0,1
acrylic_hat_503.jpeg,1,0,0,1,0,1
acrylic_hat_153.jpeg,1,0,0,1,0,1
acrylic_hat_850.jpeg,1,0,0,1,0,1
acrylic_hat_1566.jpeg,1,0,0,1,0,1
acrylic_hat_780.jpeg,1,0,0,1,0,1
acrylic_hat_1136.jpeg,1,0,0,1,0,1
acrylic_hat_94.jpeg,1,0,0,1,0,1
acrylic_hat_1423.jpeg,1,0,0,1,0,1
acrylic_hat_1073.jpeg,1,0,0,1,0,1
acrylic_hat_295.jpeg,1,0,0,1,0,1
acrylic_hat_1589.jpeg,1,0,0,1,0,1
acrylic_hat_411.jpeg,1,0,0,1,0,1
acrylic_hat_942.jpeg,1,0,0,1,0,1
acrylic_hat_807.jpeg,1,0,0,1,0,1
acrylic_hat_1618.jpeg,1,0,0,1,0,1
acrylic_hat_104.jpeg,1,0,0,1,0,1
acrylic_hat_1248.jpeg,1,0,0,1,0,1
acrylic_hat_554.jpeg,1,0,0,1,0,1
acrylic_hat_1161.jpeg,1,0,0,1,0,1
acrylic_hat_387.jpeg,1,0,0,1,0,1
acrylic_hat_1531.jpeg,1,0,0,1,0,1
acrylic_hat_738.jpeg,1,0,0,1,0,1
acrylic_hat_1024.jpeg,1,0,0,1,0,1
acrylic_hat_368.jpeg,1,0,0,1,0,1
acrylic_hat_1474.jpeg,1,0,0,1,0,1
acrylic_hat_692.jpeg,1,0,0,1,0,1
acrylic_hat_485.jpeg,1,0,0,1,0,1
acrylic_hat_1399.jpeg,1,0,0,1,0,1
acrylic_hat_1233.jpeg,1,0,0,1,0,1
acrylic_hat_1376.jpeg,1,0,0,1,0,1
acrylic_hat_190.jpeg,1,0,0,1,0,1
acrylic_hat_939.jpeg,1,0,0,1,0,1
acrylic_hat_893.jpeg,1,0,0,1,0,1
acrylic_hat_743.jpeg,1,0,0,1,0,1
acrylic_hat_57.jpeg,1,0,0,1,0,1
acrylic_hat_313.jpeg,1,0,0,1,0,1
acrylic_hat_606.jpeg,1,0,0,1,0,1
acrylic_hat_256.jpeg,1,0,0,1,0,1
acrylic_hat_578.jpeg,1,0,0,1,0,1
acrylic_hat_1264.jpeg,1,0,0,1,0,1
acrylic_hat_128.jpeg,1,0,0,1,0,1
acrylic_hat_1634.jpeg,1,0,0,1,0,1
acrylic_hat_981.jpeg,1,0,0,1,0,1
acrylic_hat_1321.jpeg,1,0,0,1,0,1
acrylic_hat_597.jpeg,1,0,0,1,0,1
acrylic_hat_1458.jpeg,1,0,0,1,0,1
acrylic_hat_344.jpeg,1,0,0,1,0,1
acrylic_hat_1008.jpeg,1,0,0,1,0,1
acrylic_hat_714.jpeg,1,0,0,1,0,1
acrylic_hat_201.jpeg,1,0,0,1,0,1
acrylic_hat_651.jpeg,1,0,0,1,0,1
acrylic_hat_997.jpeg,1,0,0,1,0,1
acrylic_hat_1622.jpeg,1,0,0,1,0,1
acrylic_hat_1272.jpeg,1,0,0,1,0,1
acrylic_hat_581.jpeg,1,0,0,1,0,1
acrylic_hat_1337.jpeg,1,0,0,1,0,1
acrylic_hat_978.jpeg,1,0,0,1,0,1
acrylic_hat_702.jpeg,1,0,0,1,0,1
acrylic_hat_352.jpeg,1,0,0,1,0,1
acrylic_hat_16.jpeg,1,0,0,1,0,1
acrylic_hat_647.jpeg,1,0,0,1,0,1
acrylic_hat_217.jpeg,1,0,0,1,0,1
acrylic_hat_539.jpeg,1,0,0,1,0,1
acrylic_hat_1225.jpeg,1,0,0,1,0,1
acrylic_hat_169.jpeg,1,0,0,1,0,1
acrylic_hat_493.jpeg,1,0,0,1,0,1
acrylic_hat_885.jpeg,1,0,0,1,0,1
acrylic_hat_186.jpeg,1,0,0,1,0,1
acrylic_hat_1360.jpeg,1,0,0,1,0,1
acrylic_hat_3.jpeg,1,0,0,1,0,1
acrylic_hat_1419.jpeg,1,0,0,1,0,1
acrylic_hat_41.jpeg,1,0,0,1,0,1
acrylic_hat_305.jpeg,1,0,0,1,0,1
acrylic_hat_1049.jpeg,1,0,0,1,0,1
acrylic_hat_755.jpeg,1,0,0,1,0,1
acrylic_hat_240.jpeg,1,0,0,1,0,1
acrylic_hat_610.jpeg,1,0,0,1,0,1
acrylic_hat_667.jpeg,1,0,0,1,0,1
acrylic_hat_1481.jpeg,1,0,0,1,0,1
acrylic_hat_237.jpeg,1,0,0,1,0,1
acrylic_hat_722.jpeg,1,0,0,1,0,1
acrylic_hat_36.jpeg,1,0,0,1,0,1
acrylic_hat_372.jpeg,1,0,0,1,0,1
acrylic_hat_1194.jpeg,1,0,0,1,0,1
acrylic_hat_688.jpeg,1,0,0,1,0,1
acrylic_hat_1317.jpeg,1,0,0,1,0,1
acrylic_hat_958.jpeg,1,0,0,1,0,1
acrylic_hat_1602.jpeg,1,0,0,1,0,1
acrylic_hat_1252.jpeg,1,0,0,1,0,1
acrylic_hat_260.jpeg,1,0,0,1,0,1
acrylic_hat_1086.jpeg,1,0,0,1,0,1
acrylic_hat_630.jpeg,1,0,0,1,0,1
acrylic_hat_1439.jpeg,1,0,0,1,0,1
acrylic_hat_325.jpeg,1,0,0,1,0,1
acrylic_hat_61.jpeg,1,0,0,1,0,1
acrylic_hat_1069.jpeg,1,0,0,1,0,1
acrylic_hat_775.jpeg,1,0,0,1,0,1
acrylic_hat_1593.jpeg,1,0,0,1,0,1
acrylic_hat_1340.jpeg,1,0,0,1,0,1
acrylic_hat_519.jpeg,1,0,0,1,0,1
acrylic_hat_1205.jpeg,1,0,0,1,0,1
acrylic_hat_149.jpeg,1,0,0,1,0,1
acrylic_hat_1655.jpeg,1,0,0,1,0,1
acrylic_hat_98.jpeg,1,0,0,1,0,1
acrylic_hat_626.jpeg,1,0,0,1,0,1
acrylic_hat_1090.jpeg,1,0,0,1,0,1
acrylic_hat_276.jpeg,1,0,0,1,0,1
acrylic_hat_1585.jpeg,1,0,0,1,0,1
acrylic_hat_763.jpeg,1,0,0,1,0,1
acrylic_hat_299.jpeg,1,0,0,1,0,1
acrylic_hat_333.jpeg,1,0,0,1,0,1
acrylic_hat_77.jpeg,1,0,0,1,0,1
acrylic_hat_1356.jpeg,1,0,0,1,0,1
acrylic_hat_919.jpeg,1,0,0,1,0,1
acrylic_hat_1643.jpeg,1,0,0,1,0,1
acrylic_hat_1213.jpeg,1,0,0,1,0,1
acrylic_hat_221.jpeg,1,0,0,1,0,1
acrylic_hat_1497.jpeg,1,0,0,1,0,1
acrylic_hat_671.jpeg,1,0,0,1,0,1
acrylic_hat_1478.jpeg,1,0,0,1,0,1
acrylic_hat_1182.jpeg,1,0,0,1,0,1
acrylic_hat_20.jpeg,1,0,0,1,0,1
acrylic_hat_364.jpeg,1,0,0,1,0,1
acrylic_hat_1028.jpeg,1,0,0,1,0,1
acrylic_hat_734.jpeg,1,0,0,1,0,1
acrylic_hat_1301.jpeg,1,0,0,1,0,1
acrylic_hat_558.jpeg,1,0,0,1,0,1
acrylic_hat_1244.jpeg,1,0,0,1,0,1
acrylic_hat_108.jpeg,1,0,0,1,0,1
acrylic_hat_1614.jpeg,1,0,0,1,0,1
acrylic_hat_1403.jpeg,1,0,0,1,0,1
acrylic_hat_1053.jpeg,1,0,0,1,0,1
acrylic_hat_1546.jpeg,1,0,0,1,0,1
acrylic_hat_1116.jpeg,1,0,0,1,0,1
acrylic_hat_523.jpeg,1,0,0,1,0,1
acrylic_hat_1395.jpeg,1,0,0,1,0,1
acrylic_hat_173.jpeg,1,0,0,1,0,1
acrylic_hat_489.jpeg,1,0,0,1,0,1
acrylic_hat_870.jpeg,1,0,0,1,0,1
acrylic_hat_935.jpeg,1,0,0,1,0,1
acrylic_hat_466.jpeg,1,0,0,1,0,1
acrylic_hat_718.jpeg,1,0,0,1,0,1
acrylic_hat_1004.jpeg,1,0,0,1,0,1
acrylic_hat_348.jpeg,1,0,0,1,0,1
acrylic_hat_1454.jpeg,1,0,0,1,0,1
acrylic_hat_1141.jpeg,1,0,0,1,0,1
acrylic_hat_1511.jpeg,1,0,0,1,0,1
acrylic_hat_827.jpeg,1,0,0,1,0,1
acrylic_hat_1638.jpeg,1,0,0,1,0,1
acrylic_hat_124.jpeg,1,0,0,1,0,1
acrylic_hat_1268.jpeg,1,0,0,1,0,1
acrylic_hat_574.jpeg,1,0,0,1,0,1
acrylic_hat_1287.jpeg,1,0,0,1,0,1
acrylic_hat_431.jpeg,1,0,0,1,0,1
acrylic_hat_962.jpeg,1,0,0,1,0,1
acrylic_hat_1442.jpeg,1,0,0,1,0,1
acrylic_hat_1012.jpeg,1,0,0,1,0,1
acrylic_hat_1507.jpeg,1,0,0,1,0,1
acrylic_hat_1157.jpeg,1,0,0,1,0,1
acrylic_hat_562.jpeg,1,0,0,1,0,1
acrylic_hat_132.jpeg,1,0,0,1,0,1
acrylic_hat_831.jpeg,1,0,0,1,0,1
acrylic_hat_974.jpeg,1,0,0,1,0,1
acrylic_hat_427.jpeg,1,0,0,1,0,1
acrylic_hat_1291.jpeg,1,0,0,1,0,1
acrylic_hat_759.jpeg,1,0,0,1,0,1
acrylic_hat_1045.jpeg,1,0,0,1,0,1
acrylic_hat_309.jpeg,1,0,0,1,0,1
acrylic_hat_1415.jpeg,1,0,0,1,0,1
acrylic_hat_1100.jpeg,1,0,0,1,0,1
acrylic_hat_1550.jpeg,1,0,0,1,0,1
acrylic_hat_866.jpeg,1,0,0,1,0,1
acrylic_hat_165.jpeg,1,0,0,1,0,1
acrylic_hat_1383.jpeg,1,0,0,1,0,1
acrylic_hat_1229.jpeg,1,0,0,1,0,1
acrylic_hat_535.jpeg,1,0,0,1,0,1
acrylic_hat_470.jpeg,1,0,0,1,0,1
acrylic_hat_923.jpeg,1,0,0,1,0,1
acrylic_hat_889.jpeg,1,0,0,1,0,1
acrylic_hat_302.jpeg,1,0,0,1,0,1
acrylic_hat_46.jpeg,1,0,0,1,0,1
acrylic_hat_752.jpeg,1,0,0,1,0,1
acrylic_hat_247.jpeg,1,0,0,1,0,1
acrylic_hat_617.jpeg,1,0,0,1,0,1
acrylic_hat_1222.jpeg,1,0,0,1,0,1
acrylic_hat_494.jpeg,1,0,0,1,0,1
acrylic_hat_1388.jpeg,1,0,0,1,0,1
acrylic_hat_1367.jpeg,1,0,0,1,0,1
acrylic_hat_181.jpeg,1,0,0,1,0,1
acrylic_hat_4.jpeg,1,0,0,1,0,1
acrylic_hat_882.jpeg,1,0,0,1,0,1
acrylic_hat_928.jpeg,1,0,0,1,0,1
acrylic_hat_1019.jpeg,1,0,0,1,0,1
acrylic_hat_705.jpeg,1,0,0,1,0,1
acrylic_hat_1449.jpeg,1,0,0,1,0,1
acrylic_hat_11.jpeg,1,0,0,1,0,1
acrylic_hat_355.jpeg,1,0,0,1,0,1
acrylic_hat_640.jpeg,1,0,0,1,0,1
acrylic_hat_210.jpeg,1,0,0,1,0,1
acrylic_hat_139.jpeg,1,0,0,1,0,1
acrylic_hat_1625.jpeg,1,0,0,1,0,1
acrylic_hat_569.jpeg,1,0,0,1,0,1
acrylic_hat_1275.jpeg,1,0,0,1,0,1
acrylic_hat_990.jpeg,1,0,0,1,0,1
acrylic_hat_586.jpeg,1,0,0,1,0,1
acrylic_hat_1330.jpeg,1,0,0,1,0,1
acrylic_hat_343.jpeg,1,0,0,1,0,1
acrylic_hat_713.jpeg,1,0,0,1,0,1
acrylic_hat_206.jpeg,1,0,0,1,0,1
acrylic_hat_656.jpeg,1,0,0,1,0,1
acrylic_hat_986.jpeg,1,0,0,1,0,1
acrylic_hat_1263.jpeg,1,0,0,1,0,1
acrylic_hat_1633.jpeg,1,0,0,1,0,1
acrylic_hat_1326.jpeg,1,0,0,1,0,1
acrylic_hat_590.jpeg,1,0,0,1,0,1
acrylic_hat_969.jpeg,1,0,0,1,0,1
acrylic_hat_1058.jpeg,1,0,0,1,0,1
acrylic_hat_744.jpeg,1,0,0,1,0,1
acrylic_hat_1408.jpeg,1,0,0,1,0,1
acrylic_hat_314.jpeg,1,0,0,1,0,1
acrylic_hat_50.jpeg,1,0,0,1,0,1
acrylic_hat_601.jpeg,1,0,0,1,0,1
acrylic_hat_251.jpeg,1,0,0,1,0,1
acrylic_hat_178.jpeg,1,0,0,1,0,1
acrylic_hat_482.jpeg,1,0,0,1,0,1
acrylic_hat_528.jpeg,1,0,0,1,0,1
acrylic_hat_1234.jpeg,1,0,0,1,0,1
acrylic_hat_894.jpeg,1,0,0,1,0,1
acrylic_hat_197.jpeg,1,0,0,1,0,1
acrylic_hat_1371.jpeg,1,0,0,1,0,1
acrylic_hat_380.jpeg,1,0,0,1,0,1
acrylic_hat_1166.jpeg,1,0,0,1,0,1
acrylic_hat_1536.jpeg,1,0,0,1,0,1
acrylic_hat_1023.jpeg,1,0,0,1,0,1
acrylic_hat_695.jpeg,1,0,0,1,0,1
acrylic_hat_1473.jpeg,1,0,0,1,0,1
acrylic_hat_1189.jpeg,1,0,0,1,0,1
acrylic_hat_945.jpeg,1,0,0,1,0,1
acrylic_hat_416.jpeg,1,0,0,1,0,1
acrylic_hat_103.jpeg,1,0,0,1,0,1
acrylic_hat_553.jpeg,1,0,0,1,0,1
acrylic_hat_800.jpeg,1,0,0,1,0,1
acrylic_hat_787.jpeg,1,0,0,1,0,1
acrylic_hat_1561.jpeg,1,0,0,1,0,1
acrylic_hat_93.jpeg,1,0,0,1,0,1
acrylic_hat_1131.jpeg,1,0,0,1,0,1
acrylic_hat_338.jpeg,1,0,0,1,0,1
acrylic_hat_1424.jpeg,1,0,0,1,0,1
acrylic_hat_768.jpeg,1,0,0,1,0,1
acrylic_hat_292.jpeg,1,0,0,1,0,1
acrylic_hat_1074.jpeg,1,0,0,1,0,1
acrylic_hat_441.jpeg,1,0,0,1,0,1
acrylic_hat_912.jpeg,1,0,0,1,0,1
acrylic_hat_857.jpeg,1,0,0,1,0,1
acrylic_hat_1218.jpeg,1,0,0,1,0,1
acrylic_hat_504.jpeg,1,0,0,1,0,1
acrylic_hat_1648.jpeg,1,0,0,1,0,1
acrylic_hat_154.jpeg,1,0,0,1,0,1
acrylic_hat_1127.jpeg,1,0,0,1,0,1
acrylic_hat_85.jpeg,1,0,0,1,0,1
acrylic_hat_1577.jpeg,1,0,0,1,0,1
acrylic_hat_791.jpeg,1,0,0,1,0,1
acrylic_hat_1062.jpeg,1,0,0,1,0,1
acrylic_hat_284.jpeg,1,0,0,1,0,1
acrylic_hat_1598.jpeg,1,0,0,1,0,1
acrylic_hat_1432.jpeg,1,0,0,1,0,1
acrylic_hat_904.jpeg,1,0,0,1,0,1
acrylic_hat_457.jpeg,1,0,0,1,0,1
acrylic_hat_142.jpeg,1,0,0,1,0,1
acrylic_hat_512.jpeg,1,0,0,1,0,1
